Topic,Premise,Conclusion,Novelty,Confidence
Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.",Leaders must be afforded the flexibility to judge that torture is the most probable way to save hundreds of thousands,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.",The fact that the Twin Towers weren't rebuilt is a symbol of defeat of the american way of life,1,very confident
Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.",Two-party system makes it difficult for third parties to succeed,1,very confident
Trying terrorist suspects in civilian courts,"New York Mayor Rudy Giuliani praised the trial of the 1993 bombing of the World Trade Center, saying, ""New Yorkers won’t meet violence with violence, but with a far greater weapon -- the law.",Trying terrorist suspects in civil courts is better than violence,1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Transporting offshore oil to shores by ship has environmental costs.,1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",Opposing Turkey's admission on the basis of Europe's Christian heritage is wrong.,1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The nuclear deal will open the door to other technologies,1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Nuclear energy requires harmful mining/milling of uranium.,1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",Opposing Turkey's admission on the basis of Europe's Christian heritage is wrong.,1,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,The United States is capable of provoking a democratic movement in Pakistan,1,confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",Opposing Turkey's admission on the basis of Europe's Christian heritage is wrong.,1,very confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","Torture ""to save lives"" has a substantial body of support among publics:",1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,US can supply India with high technology that will help it modernize.,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Transporting offshore oil to shores by ship has environmental costs.,1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts demonstrates American justice,1,very confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Nuclear deal could backfire if India becomes a foe of the US.,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkish membership may cause a backlash among EU publics.,1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Terror subjects are due a fair trial in civilian courts.,1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",Opposing Turkey's admission on the basis of Europe's Christian heritage is wrong.,1,very confident
US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.","The electoral college's ""winner-takes-all"" system causes campaigning only to swing states",1,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Terror subjects are due a fair trial in civilian courts.,1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.",Trying terrorist suspects in civilian courts undermines US security,1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Nuclear energy requires harmful mining/milling of uranium.,1,very confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",Television is mostly directed to films and shows that have commercial purposes but little cultural value:,1,very confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","Torture ""to save lives"" has a substantial body of support among publics:",1,very confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,Turkey's accession to the EU was historic,1,confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","Torture ""to save lives"" has a substantial body of support among publics:",1,very confident
Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",Trade is only as good as the infrastructure.,1,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.",EU states strongly opposed to Turkey's admission should not be dragged along,1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.",Trying terrorist suspects in civilian courts undermines US security,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",Television has a negative effect on education and culture,1,confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,Turkey's accession to the EU was historic,1,confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Transporting offshore oil to shores by ship has environmental costs.,1,very confident
United Nations Standing Army,"and so more likely to be respected as a neutral peacemaker and peacekeeper; contrast this to the perceived differences in attitude between troops from Britain, the US, Russia and France to warring sides in the Balkans. It would also be free of accusations of meddling and self-interest that accompany the participation of troops from neighbouring states in UN interventions (for example, Nigeria in West African missions).",A UN standing army would be independent of the great powers,1,confident
TV viewing is harmful to children,"The popularity of TV watching is among the reasons of this phenomenon. Violence, aggression, crimes and wars are broadcast through the daily news as well as in movies, showing dark pictures that encourage psychological tension, pessimism and negative emotions.",Depression is a well-known psychological problem of modern society that is partly caused by TV watching:,1,confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Nuclear energy requires harmful mining/milling of uranium.,1,very confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Governments in two party systems are more able to drive policies.,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkish membership may cause a backlash among EU publics.,1,very confident
United Nations Standing Army,"and so more likely to be respected as a neutral peacemaker and peacekeeper; contrast this to the perceived differences in attitude between troops from Britain, the US, Russia and France to warring sides in the Balkans. It would also be free of accusations of meddling and self-interest that accompany the participation of troops from neighbouring states in UN interventions (for example, Nigeria in West African missions).",A UN standing army would be independent of the great powers,1,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts demonstrates American justice,1,very confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,Turkey's accession to the EU was historic,1,confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Nuclear energy requires harmful mining/milling of uranium.,1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.",The fact that the Twin Towers weren't rebuilt is a symbol of defeat of the american way of life,1,very confident
US offshore oil drilling,"Pat Bishop, a Republic property owner said in June of 2008, ""I don't want any more of those ugly derricks out there.",Offshore drilling harms views and property values,1,very confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Nuclear deal could backfire if India becomes a foe of the US.,1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Nuclear energy requires harmful mining/milling of uranium.,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkish membership may cause a backlash among EU publics.,1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts shows American justice,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkish membership may cause a backlash among EU publics.,1,very confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,Turkey's accession to the EU was historic,1,confident
Two-state solution to Israeli-Palestinian conflict,"International consensus or no, the two-state solution is a chimera. Peace will not be achieved by granting sovereignty to the Palestinians, because Palestinian sovereignty has never been the Arabs' goal. Time and time again, a two-state solution has been proposed. Time and time again, the Arabs have turned it down.",Two-state solution to Israeli-Palestinian conflict fails,1,very confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Nuclear deal could backfire if India becomes a foe of the US.,1,very confident
US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.","The electoral college's ""winner-takes-all"" system causes campaigning only to swing states",1,confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,The United States is capable of provoking a democratic movement in Pakistan,1,confident
Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,Consumer pressure is a powerful tool.,1,very confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.",The fact that the Twin Towers weren't rebuilt is a symbol of defeat of the american way of life,1,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,The United States is capable of provoking a democratic movement in Pakistan,1,confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Governments in two party systems are more able to drive policies.,1,very confident
Two-state solution to Israeli-Palestinian conflict,"International consensus or no, the two-state solution is a chimera. Peace will not be achieved by granting sovereignty to the Palestinians, because Palestinian sovereignty has never been the Arabs' goal. Time and time again, a two-state solution has been proposed. Time and time again, the Arabs have turned it down.",Two-state solution to Israeli-Palestinian conflict fails,1,very confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",Television is mostly directed to films and shows that have commercial purposes but little cultural value:,1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",Opposing Turkey's admission on the basis of Europe's Christian heritage is wrong.,1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,US can supply India with high technology that will help it modernize.,1,very confident
Torture,"It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.","A one-in-a-million probability of the ""ticking time bomb"" occurring is sufficient to justify",1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts shows American justice,1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.",Trying terrorist suspects in civilian courts undermines US security,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.",Trying terrorist suspects in civilian courts undermines US security,1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Nuclear energy requires harmful mining/milling of uranium.,1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts demonstrates American justice,1,very confident
Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Consumer pressure is too weak to end child labour,1,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.",EU states strongly opposed to Turkey's admission should not be dragged along,1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
US offshore oil drilling,"Pat Bishop, a Republic property owner said in June of 2008, ""I don't want any more of those ugly derricks out there.",Offshore drilling harms views and property values,1,very confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",Television has a negative effect on education and culture,1,confident
Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Consumer pressure is too weak to end child labour,1,very confident
Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",Trade is only as good as the infrastructure.,1,very confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",Television has a negative effect on education and culture,1,confident
Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Consumer pressure is too weak to end child labour,1,very confident
TV viewing is harmful to children,"There are various educational TV shows for children that were proven to teach children basic literacy skills or helped them think creatively. These include Sesame Street, Blue's Clues, Reading Rainbow, and many more. Moreover, they were also popular among children.",Educational TV shows are beneficial for children.,1,confident
TV viewing is harmful to children,"There are various educational TV shows for children that were proven to teach children basic literacy skills or helped them think creatively. These include Sesame Street, Blue's Clues, Reading Rainbow, and many more. Moreover, they were also popular among children.",Educational TV shows are beneficial for children.,1,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Terror subjects are due a fair trial in civilian courts.,1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Two-party systems allow legislative change quickly,1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Terror subjects are due a fair trial in civilian courts.,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
Torture,"Terrorists are brutal enemies that would not be affected by the decision of a Western country to use torture. They are already kidnapping, torturing, and killing foreign troops without any calculating consideration of whether the country they oppose is utilizing the tactic of torture. Terrorists are already as extreme as can be; they won't be made more extreme and threatening to sovereign troops because a country is committing torture.",Terrorists would not be threatened by a Western policy of torture,1,very confident
United Nations Standing Army,"and so more likely to be respected as a neutral peacemaker and peacekeeper; contrast this to the perceived differences in attitude between troops from Britain, the US, Russia and France to warring sides in the Balkans. It would also be free of accusations of meddling and self-interest that accompany the participation of troops from neighbouring states in UN interventions (for example, Nigeria in West African missions).",A UN standing army would be independent of the great powers,1,confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts shows American justice,1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.",Trying terrorists in US invites a terrorist attack,1,very confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Two-party systems allow legislative change quickly,1,very confident
Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Consumer pressure is too weak to end child labour,1,very confident
US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.","The electoral college's ""winner-takes-all"" system causes campaigning only to swing states",1,confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Nuclear deal could backfire if India becomes a foe of the US.,1,very confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","Torture ""to save lives"" has a substantial body of support among publics:",1,very confident
Trying terrorist suspects in civilian courts,"New York Mayor Rudy Giuliani praised the trial of the 1993 bombing of the World Trade Center, saying, ""New Yorkers won’t meet violence with violence, but with a far greater weapon -- the law.",Trying terrorist suspects in civil courts is better than violence,1,very confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Governments in two party systems are more able to drive policies.,1,very confident
United Nations Standing Army,"and so more likely to be respected as a neutral peacemaker and peacekeeper; contrast this to the perceived differences in attitude between troops from Britain, the US, Russia and France to warring sides in the Balkans. It would also be free of accusations of meddling and self-interest that accompany the participation of troops from neighbouring states in UN interventions (for example, Nigeria in West African missions).",A UN standing army would be independent of the great powers,1,confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Governments in two party systems are more able to drive policies.,1,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,The United States is capable of provoking a democratic movement in Pakistan,1,confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,Turkey's accession to the EU was historic,1,confident
United Nations Standing Army,"and so more likely to be respected as a neutral peacemaker and peacekeeper; contrast this to the perceived differences in attitude between troops from Britain, the US, Russia and France to warring sides in the Balkans. It would also be free of accusations of meddling and self-interest that accompany the participation of troops from neighbouring states in UN interventions (for example, Nigeria in West African missions).",A UN standing army would be independent of the great powers,1,confident
Torture,"It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.","A one-in-a-million probability of the ""ticking time bomb"" occurring is sufficient to justify",1,very confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,Governments in two party systems are more able to drive policies.,1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Terror subjects are due a fair trial in civilian courts.,1,very confident
